,langs,project,cdli_id,collection,credits,date_of_origin,designation,display_name,dynastic_seat,exemplars,genre,id_composite,language,material,object_type,period,pleiades_id,popular_name,primary_publication,provenience,pleiades_coord,ruler,script,script_remarks,script_type,subgenre,supergenre,trans,id_text,seal_id,attribution
Q007618,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007618/.",668-ca. 631,Ashurbanipal 210,RINAP 5 Asb. 210,Assyria,K 02803 + K 03256,Royal Inscription,Q007618,Akkadian,clay,tablet,Neo-Assyrian,874621,K 02803 + K 03256,Ashurbanipal 210,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007619,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007619/.",668-ca. 631,Ashurbanipal 211,RINAP 5 Asb. 211,Assyria,"K 02813 + K 08394 + 1879-07-08, 0134 + K 18744",Royal Inscription,Q007619,Akkadian,clay,tablet,Neo-Assyrian,874621,"K 02813 + K 08394 + 1879-07-08, 0134 + K 18744",Ashurbanipal 211,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007620,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007620/.",668-ca. 631,Ashurbanipal 212,RINAP 5 Asb. 212,Assyria,K 02822 + DT 133 (+)  K 02826 + 08597 + K 08931,Royal Inscription,Q007620,Akkadian,clay,tablet,Neo-Assyrian,874621,K 02822 + DT 133 (+)  K 02826 + 08597 + K 08931,Ashurbanipal 212,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007621,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007621/.",668-ca. 631,Ashurbanipal 213,RINAP 5 Asb. 213,Assyria,K 09143,Royal Inscription,Q007621,Akkadian,clay,tablet,Neo-Assyrian,874621,K 09143,Ashurbanipal 213,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007622,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007622/.",668-ca. 631,Ashurbanipal 214,RINAP 5 Asb. 214,Assyria,"Sm 0530 + Rm 2, 235 (+) Sm 1977",Royal Inscription,Q007622,Akkadian,clay,tablet,Neo-Assyrian,874621,"Sm 0530 + Rm 2, 235 (+) Sm 1977",Ashurbanipal 214,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007623,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007623/.",668-ca. 631,Ashurbanipal 215,RINAP 5 Asb. 215,Assyria,K 02664 + K 03090 + K 04544A + K 05903 + K 06632 + K 08371 + DT 177,Royal Inscription,Q007623,Akkadian,clay,tablet,Neo-Assyrian,874621,Edition L / Borger BIWA TTaf 1,Ashurbanipal 215,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007624,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007624/.",668-ca. 631,Ashurbanipal 216,RINAP 5 Asb. 216,Assyria,Sm 0671,Royal Inscription,Q007624,Akkadian,clay,tablet,Neo-Assyrian,874621,Sm 0671,Ashurbanipal 216,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007625,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007625/.",668-ca. 631,Ashurbanipal 217,RINAP 5 Asb. 217,Assyria,K 04469 + K 04518 + K 06385 + Sm 0729 + Sm 1550,Royal Inscription,Q007625,Akkadian,clay,tablet,Neo-Assyrian,874621,K 04469 + K 04518 + K 06385 + Sm 0729 + Sm 1550,Ashurbanipal 217,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007626,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007626/.",668-ca. 631,Ashurbanipal 218,RINAP 5 Asb. 218,Assyria,"Rm 2, 320",Royal Inscription,Q007626,Akkadian,clay,tablet,Neo-Assyrian,874621,"Rm 2, 320",Ashurbanipal 218,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007627,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007627/.",668-ca. 631,Ashurbanipal 219,RINAP 5 Asb. 219,Assyria,"1881-02-04, 0212",Royal Inscription,Q007627,Akkadian,clay,tablet,Neo-Assyrian,874621,"1881-02-04, 0212",Ashurbanipal 219,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007628,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007628/.",668-ca. 631,Ashurbanipal 220,RINAP 5 Asb. 220,Assyria,K 02694 + K 03050,Royal Inscription,Q007628,Akkadian,clay,tablet,Neo-Assyrian,874621,L[ondon]⁴ Inscription,Ashurbanipal 220,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007629,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007629/.",668-ca. 631,Ashurbanipal 221,RINAP 5 Asb. 221,Assyria,K 06061,Royal Inscription,Q007629,Akkadian,clay,tablet,Neo-Assyrian,874621,K 06061,Ashurbanipal 221,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007630,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007630/.",668-ca. 631,Ashurbanipal 222,RINAP 5 Asb. 222,Assyria,K 02695,Royal Inscription,Q007630,Akkadian,clay,tablet,Neo-Assyrian,874621,K 02695,Ashurbanipal 222,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007631,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007631/.",668-ca. 631,Ashurbanipal 223,RINAP 5 Asb. 223,Assyria,K 02411,Royal Inscription,Q007631,Akkadian,clay,tablet,Neo-Assyrian,874621,K 02411,Ashurbanipal 223,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007632,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007632/.",668-ca. 631,Ashurbanipal 224,RINAP 5 Asb. 224,Assyria,K 00120B + K 00144 + K 03265 + K 03298 + K 12582,Royal Inscription,Q007632,Akkadian,clay,tablet,Neo-Assyrian,874621,K 00120B + K 00144 + K 03265 + K 03298 + K 12582,Ashurbanipal 224,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007633,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007633/.",668-ca. 631,Ashurbanipal 225,RINAP 5 Asb. 225,Assyria,"K 03412; K 11797 + K 13885; 1880-07-19, 0333; Sm 1474",Royal Inscription,Q007633,Akkadian,clay,tablet,Neo-Assyrian,874621,"K 03412 / K 11797 + K 13885 / 1880-07-19, 0333 / Sm 1474",Ashurbanipal 225,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007634,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007634/.",668-ca. 631,Ashurbanipal 226,RINAP 5 Asb. 226,Assyria,"1881-07-27, 0070",Royal Inscription,Q007634,Akkadian,clay,tablet,Neo-Assyrian,874621,"1881-07-27, 0070",Ashurbanipal 226,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007635,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007635/.",668-ca. 631,Ashurbanipal 227,RINAP 5 Asb. 227,Assyria,K 02631 + K 02653 + K 02855,Royal Inscription,Q007635,Akkadian,clay,tablet,Neo-Assyrian,874621,Nergal-Laṣ Inscription (K 02631 + K 02653 + K 02855),Ashurbanipal 227,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007636,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007636/.",668-ca. 631,Ashurbanipal 228,RINAP 5 Asb. 228,Assyria,K 02654,Royal Inscription,Q007636,Akkadian,clay,tablet,Neo-Assyrian,874621,Nergal-Laṣ Inscription (K 02654),Ashurbanipal 228,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007637,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007637/.",668-ca. 631,Ashurbanipal 229,RINAP 5 Asb. 229,Assyria,"K 03079 + K 03080 (+) Sm 2019 + Bu 1891-05-09, 0108",Royal Inscription,Q007637,Akkadian,clay,tablet,Neo-Assyrian,874621,"K 03079 + K 03080 (+) Sm 2019 + Bu 1891-05-09, 0108",Ashurbanipal 229,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007638,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007638/.",668-ca. 631,Ashurbanipal 230,RINAP 5 Asb. 230,Assyria,K 17706,Royal Inscription,Q007638,Akkadian,clay,tablet,Neo-Assyrian,874621,K 17706,Ashurbanipal 230,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q007639,0x02000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA; British Museum, London, UK; Iraq Museum, Baghdad, Iraq","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007639/.",668-ca. 631,Ashurbanipal 2017,RINAP 5 Asb. 2017,Assyria,"BM 119271 (1927-10-03, 0266; U 03298); CBS 16487 (U 03298a); CBS 16557 (U 03298b); IM 001103 (U 03298)",Royal Inscription,Q007639,Sumerian,clay,brick,Neo-Assyrian,912985,RIMB 2 B.6.32.2012,Ashurbanipal 2017,Tell Muqayyar (Ur),"[46.104748,30.961580]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q007640,0x02000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA; British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q007640/.",668-ca. 631,Ashurbanipal 2018,RINAP 5 Asb. 2018,Assyria,"BM 119274 (1927-10-03, 0269; U 03299); CBS 16488 (U 03299); CBS 16558 (U 03299)",Royal Inscription,Q007640,Sumerian,clay,brick,Neo-Assyrian,912985,RIMB 2 B.6.32.2013,Ashurbanipal 2018,Tell Muqayyar (Ur),"[46.104748,30.961580]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008319,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008319/.",668-ca. 631,Ashurbanipal 231,RINAP 5 Asb. 231,Assyria,K 06232,Royal Inscription,Q008319,Akkadian,clay,tablet,Neo-Assyrian,874621,K 06232,Ashurbanipal 231,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008320,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008320/.",668-ca. 631,Ashurbanipal 232,RINAP 5 Asb. 232,Assyria,Rm 0589,Royal Inscription,Q008320,Akkadian,clay,tablet,Neo-Assyrian,874621,Rm 0589,Ashurbanipal 232,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008321,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008321/.",668-ca. 631,Ashurbanipal 233,RINAP 5 Asb. 233,Assyria,K 04521,Royal Inscription,Q008321,Akkadian,clay,tablet,Neo-Assyrian,874621,K 04521,Ashurbanipal 233,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008322,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008322/.",668-ca. 631,Ashurbanipal 234,RINAP 5 Asb. 234,Assyria,K 03056,Royal Inscription,Q008322,Akkadian,clay,tablet,Neo-Assyrian,874621,K 03056,Ashurbanipal 234,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008323,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008323/.",668-ca. 631,Ashurbanipal 235,RINAP 5 Asb. 235,Assyria,"1881-07-27, 0145",Royal Inscription,Q008323,Akkadian,clay,tablet,Neo-Assyrian,874621,"1881-07-27, 0145",Ashurbanipal 235,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008324,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008324/.",668-ca. 631,Ashurbanipal 236,RINAP 5 Asb. 236,Assyria,K 13360,Royal Inscription,Q008324,Akkadian,clay,tablet,Neo-Assyrian,874621,K 13360,Ashurbanipal 236,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008325,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008325/.",668-ca. 631,Ashurbanipal 237,RINAP 5 Asb. 237,Assyria,K 16781,Royal Inscription,Q008325,Akkadian,clay,tablet,Neo-Assyrian,874621,K 16781,Ashurbanipal 237,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008326,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008326/.",668-ca. 631,Ashurbanipal 238,RINAP 5 Asb. 238,Assyria,K 02846,Royal Inscription,Q008326,Akkadian,clay,tablet,Neo-Assyrian,874621,K 02846,Ashurbanipal 238,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008327,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008327/.",668-ca. 631,Ashurbanipal 239,RINAP 5 Asb. 239,Assyria,K 14431,Royal Inscription,Q008327,Akkadian,clay,tablet,Neo-Assyrian,874621,K 14431,Ashurbanipal 239,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008328,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Joshua Jeffers, 2018-22, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008328/.",668-ca. 631,Ashurbanipal 240,RINAP 5 Asb. 240,Assyria,K 13225,Royal Inscription,Q008328,Akkadian,clay,tablet,Neo-Assyrian,874621,K 13225,Ashurbanipal 240,Kuyunjik (Nineveh),"[43.151937,36.358684]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,
Q008329,0x08000000,rinap/rinap5,,"Vorderasiatisches Museum, Berlin, Germany; British Museum, London, UK; Département des Monnaies, Médailles et Antiques, Bibliothèque Nationale, Paris, France; Nebuchadnezzar Museum, Babylon, Iraq; Iraq Museum, Baghdad, Iraq","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q008329/.",668-ca. 631,Ashurbanipal 241,RINAP 5 Asb. 241,Assyria,"BM 086918 (1900-03-10, 0002); BibNat 5929; BE 08763; BE 12131; VA 04902 (BE 29275); VA Bab 00634 (BE 29362); VA Bab 00602 (BE 30112); VA Bab 00604 (BE 30130); VA Bab 00603 (BE 30160); VA Bab 00601 (BE 30161); VA Bab 00632 (BE 30164); BM 047655 (1881-11-03, 0360); BM 047656 (1881-11-03, 0361); BM 050662 (1882-03-23, 1653); BM 068613 (1882-09-18, 8612); BM 077223 (1883-06-30, 0003); A Babylon 055; A Babylon 009; 81-B-3",Royal Inscription,Q008329,Akkadian,clay,cylinder,Neo-Assyrian,893951,RIMB 2 B.6.32.1,Ashurbanipal 241,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,"Neo-Babylonian, Archaizing  Neo-Babylonian",inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
