text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",2,2,IBYCeHA0p4jgAEx8ove2UWsCzu4,šsꜣ.w,šsꜣ.w,𓄃𓏲𓏛𓐰𓏥,𓄃𓏲𓏛𓏥,"['𓄃', '𓏲', '𓏛', '𓏥']",157100,šsꜣ.w,NOUN,,Diagnostik; Heilkunde,,,0.0,"['𓄃', '𓏲', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,6,IBYCeEKsRtQch0nFiUeIgv7SQ8k,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],850788,n.ꞽ,ADJ,,"gehörig zu (Gebrauch außerhalb des Genitivs, possessiv)",,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,7,IBYCeCRIHvjHb0DZqKmubPXGcl0,wbn.w,wbn.w,𓇶𓏌𓏲𓄹,𓇶𓏌𓏲𓄹,"['𓇶', '𓏌', '𓏲', '𓄹']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓇶', '𓏌', '𓏲', '𓄹']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,8,IBYCeL2wgAb95U3onFLmsObu5f0,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,9,IBYCeKn7LYYHI0qmoBiAiYMCzGw,kf.t,kf.t,𓎡𓐰𓆑𓐱𓏏𓌪,𓎡𓆑𓏏𓌪,"['𓎡', '𓆑', '𓏏', '𓌪']",863016,kf.t,NOUN,,Klaff (einer Wunde),,,0.0,"['𓎡', '𓆑', '𓏏', '𓌪']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,10,IBYCeHA4gXjJtk1TkweOmSHc05o,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,11,IBYCeMIl6OaZuUvHhM3ozh4ouq4,ḥṯṯ.t,ḥṯṯ.t,𓎛𓎀𓐰𓎀𓏏𓐰𓄹,𓎛𓎀𓎀𓏏𓄹,"['𓎛', '𓎀', '𓎀', '𓏏', '𓄹']",112140,ḥṯṯ.t,NOUN,,Achsel; Schulter,,,0.0,"['𓎛', '𓎀', '𓎀', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,12,IBYCeHAUrduQ7EzRiZKZiRwwdTg,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,13,IBYChCujZKFBCEnyvY9QyBezjyQ,ḫꜣꜥ,ḫꜣꜥ,𓐍𓆼𓄿𓂝𓐰𓐎,𓐍𓆼𓄿𓂝𓐎,"['𓐍', '𓆼', '𓄿', '𓂝', '𓐎']",113560,ḫꜣꜥ,VERB,,werfen; legen; verlassen; ausscheiden; freilassen,,,0.0,"['𓐍', '𓆼', '𓄿', '𓂝', '𓐎']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,14,IBYCeMkbRv9Nk0Tzh81HHZr0U2U,ḥꜥ.PL,ḥꜥ.PL,𓎛𓂝𓐰𓄹𓏥,𓎛𓂝𓄹𓏥,"['𓎛', '𓂝', '𓄹', '𓏥']",101950,ḥꜥ.w,NOUN,,Körper; Leib; Fleisch; Selbst,,,0.0,"['𓎛', '𓂝', '𓄹', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,15,IBYCeLrKQ0Wl0Emhr6j53mLIXJc,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,16,IBYCeGgfLbizqEkLrMZXAyRGzlk,wḏꜥ,wḏꜥ,𓐣𓂝𓐰𓏛,𓐣𓂝𓏛,"['𓐣', '𓂝', '𓏛']",52360,wḏꜥ,VERB,,(ab)trennen; richten; zuweisen,,,0.0,"['𓐣', '𓂝', '𓏛']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,17,IBYCeGzx8xaaQEcXvOX6wBfzidc,šw.t.PL,šw.t.PL,𓆄𓏏𓐰𓏤𓏥,𓆄𓏏𓏤𓏥,"['𓆄', '𓏏', '𓏤', '𓏥']",152840,šw.t,NOUN,,"Seite (des Körpers, der Wunde); Seite (als Teil eines Sternbilds)",,,0.0,"['𓆄', '𓏏', '𓏤', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,18,IBYCeGJmTe8FokDdjnQkM7SAPdk,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,20,IBYCeDNVK4TPNUr0u2UdZ1QUqlo,mn,mn,𓏠𓅪,𓏠𓅪,"['𓏠', '𓅪']",69660,mn,VERB,,krank sein; leiden (an); verletzen,,,0.0,"['𓏠', '𓅪']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,21,IBYCeD1YSjQNiU7ZtzyJ1lD7Mag,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,22,IBYCePHck17EMkS3r8io0hEat94,st.t,st.t,𓋴𓏏𓐰𓏏𓐎𓐰𓏥,𓋴𓏏𓏏𓐎𓏥,"['𓋴', '𓏏', '𓏏', '𓐎', '𓏥']",147400,st.t,NOUN,,Schleimstoffe,,,0.0,"['𓋴', '𓏏', '𓏏', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,23,IBYCeCkeaX0AEEyjjIlSMBJsktM,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,24,IBYCeEmZIF2EQkMsh4zgwX8E8sI,⟨m⟩šꜥq.t,mšꜥq.t,𓈙𓐰𓂝𓈎𓐰𓏏𓍜<var/>,𓈙𓂝𓈎𓏏𓍜,"['𓈙', '𓂝', '𓈎', '𓏏', '𓍜']",865712,mẖꜥq.t,NOUN,,Schulterblatt,,,0.0,"['𓈙', '𓂝', '𓈎', '𓏏', '𓍜']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,25,IBYCeGnODniUPEHdhfLBPlzL7js,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,26,IBYCeN0fW8ZEiUJlqNa4COaYxvE,{ḏd.((ḫr))},,𓆓𓂧⸨𓐍⸩𓐰⸨𓂋⸩,𓆓𓂧𓐍𓂋,"['𓆓', '𓂧', '𓐍', '𓂋']",185810,ḏd,VERB,,sagen; mitteilen,,,0.0,"['𓆓', '𓂧', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,27,IBYCeAyLPIWCV0zknkVsMDJC46g,⸗{((k))},,⸨𓎡⸩,𓎡,['𓎡'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎡'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,28,IBYCeDUNmgxzLEvTrURKWaNdCMg,⟨ḏꜥr.ḫr⟩,ḏꜥr.ḫr,𓆓𓂧⸨𓐍⸩𓐰⸨𓂋⸩,𓆓𓂧𓐍𓂋,"['𓆓', '𓂧', '𓐍', '𓂋']",182760,ḏꜥr,VERB,,suchen; untersuchen,,,0.0,"['𓆓', '𓂧', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,29,IBYCeLRst5VyaE4gs1ZBXXnjR4I,⸗⟨k⟩,⸗k,⸨𓎡⸩,𓎡,['𓎡'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎡'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,30,IBYCeEiLuiUxNE5ujfHr1Fhgl60,wbn.w,wbn.w,𓇶𓏌𓏲𓄹,𓇶𓏌𓏲𓄹,"['𓇶', '𓏌', '𓏲', '𓄹']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓇶', '𓏌', '𓏲', '𓄹']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",242,31,IBYCeMu9QJx440B4kWeQWV2zn4U,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,1,IBYCeCdba0ozrUb6g8ndLZ2D4BA,gmm,gmm,𓅠𓅓𓅓,𓅠𓅓𓅓,"['𓅠', '𓅓', '𓅓']",167210,gmi̯,VERB,,finden; entdecken; vorfinden; in der Lage sein,,,0.0,"['𓅠', '𓅓', '𓅓']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,2,IBYCeDb4BQTHo0i5s1MnOjGRQvw,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,3,IBYCeErei8Mys031gJe7B5OdIBM,kf.t.w.PL,kf.t.w.PL,𓎡𓐰𓆑𓐱𓏏𓏲𓌪𓐰𓏥,𓎡𓆑𓏏𓏲𓌪𓏥,"['𓎡', '𓆑', '𓏏', '𓏲', '𓌪', '𓏥']",863016,kf.t,NOUN,,Klaff (einer Wunde),,,0.0,"['𓎡', '𓆑', '𓏏', '𓏲', '𓌪', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,4,IBYCeOf38gYHHUKAlOWqhRzMRPQ,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,5,IBYCeGHlowP9m0h9uNRTMbpwn7c,sꜣ⟨t⟩.tꞽ,sꜣt.tꞽ,𓋴𓐟𓄿|lb𓍘𓇋,𓋴𓐟𓄿𓍘𓇋,"['𓋴', '𓐟', '𓄿', '𓍘', '𓇋']",127560,sꜣt,VERB,,verschoben sein,,,0.0,"['𓋴', '𓐟', '𓄿', '𓍘', '𓇋']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,7,IBYCeGplIuEltUFJrnjF8Qpi8xk,{fr.w},,𓆑𓐰𓂋𓐱𓏲𓅪,𓆑𓂋𓏲𓅪,"['𓆑', '𓂋', '𓏲', '𓅪']",_,_,_,,_,,,0.0,"['𓆑', '𓂋', '𓏲', '𓅪']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,8,IBYCeOV9xrXQFEsxgqXU5rBlhZg,⟨ft.w⟩,ft.w,𓆑𓐰𓂋𓐱𓏲𓅪,𓆑𓂋𓏲𓅪,"['𓆑', '𓂋', '𓏲', '𓅪']",64130,ft,VERB,,sich ekeln; überdrüssig werden,,,0.0,"['𓆑', '𓂋', '𓏲', '𓅪']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,9,IBYCeO6WtOYQ8E24rcp39YZXKiI,šw.t.PL,šw.t.PL,𓆄𓏏𓏤𓏥,𓆄𓏏𓏤𓏥,"['𓆄', '𓏏', '𓏤', '𓏥']",152840,šw.t,NOUN,,"Seite (des Körpers, der Wunde); Seite (als Teil eines Sternbilds)",,,0.0,"['𓆄', '𓏏', '𓏤', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,10,IBYCeIAYDUccoUlCvkeB6H67QbI,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,11,IBYCeFgNr1C91EbsmRyGjCh7tXw,m,m,𓅓,𓅓,['𓅓'],64360,m,PREP,,[Präposition],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,12,IBYCeMFM5MsTEERRjjWSDEVR8fk,wbn.w,wbn.w,𓇶𓏌𓏲𓄹,𓇶𓏌𓏲𓄹,"['𓇶', '𓏌', '𓏲', '𓄹']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓇶', '𓏌', '𓏲', '𓄹']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,13,IBYCeNRPKuR5tUrcpg87k1WEY6A,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,14,IBYCeEQpg25hWktQkgGiS2E4zFo,mꞽ,mꞽ,𓏇𓇋,𓏇𓇋,"['𓏇', '𓇋']",67830,mꞽ,PREP,,so wie; wenn (Konjunktion),,,0.0,"['𓏇', '𓇋']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,15,IBYCeBvdEXXQSUyRrWuDondtfmA,nfnfn,nfnfn,𓈖𓐰𓆑𓈖𓆑𓐰𓈖𓍢𓐰𓂝,𓈖𓆑𓈖𓆑𓈖𓍢𓂝,"['𓈖', '𓆑', '𓈖', '𓆑', '𓈖', '𓍢', '𓂝']",83450,nfnfn,VERB,,entrollen,,,0.0,"['𓈖', '𓆑', '𓈖', '𓆑', '𓈖', '𓍢', '𓂝']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",243,16,IBYCeAsUHcjOL0a6gF4sLVkQZRE,ꜥꜣ.t,ꜥꜣ.t,𓉻𓐰𓏏𓐱𓏯𓍢,𓉻𓏏𓏯𓍢,"['𓉻', '𓏏', '𓏯', '𓍢']",34920,ꜥꜣ.t,NOUN,,Leinen; Leinengewebe,,,0.0,"['𓉻', '𓏏', '𓏯', '𓍢']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,1,IBYCeF75IZ6yOkbaivWZa6GlPag,ꞽw,ꞽw,𓇋𓏲,𓇋𓏲,"['𓇋', '𓏲']",851515,ꞽw,PART,,[zur Satzmarkierung und in komplexen Verbformen],,,0.0,"['𓇋', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,2,IBYCeNONPhRP6UHvtBozgtWRda0,qsn,qsn,𓌟𓈖𓐰𓅪,𓌟𓈖𓅪,"['𓌟', '𓈖', '𓅪']",550033,qsn,VERB,,schlimm sein; in Bedrängnis sein,,,0.0,"['𓌟', '𓈖', '𓅪']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,3,IBYCeCS06xxtUERGizODpVzRLu4,fꜣi̯,fꜣi̯,𓆑𓐰𓄿|lb𓀋,𓆑𓄿𓀋,"['𓆑', '𓄿', '𓀋']",63460,fꜣi̯,VERB,,hochheben; tragen; (sich) erheben,,,0.0,"['𓆑', '𓄿', '𓀋']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,4,IBYCeHQWXNLTG0bVssnXnnSvrQA,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,6,IBYCeFaV6Bm3tkgqmnEQVLAYth0,ꜥ,ꜥ,𓂝𓏤,𓂝𓏤,"['𓂝', '𓏤']",34320,ꜥ,NOUN,,Arm; Hand,,,0.0,"['𓂝', '𓏤']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,7,IBYCeDlgrDwpUkOKt3IWdtayRrE,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,8,IBYCeCQPRt90RkFhqBUhLQ4Kn4w,ẖr,ẖr,𓌨𓐰𓂋,𓌨𓂋,"['𓌨', '𓂋']",851509,ẖr,PREP,,infolge (Grund); [kausal],,,0.0,"['𓌨', '𓂋']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",244,9,IBYCeCR2Ied6Lkwlo3zQ8AqvQCg,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,1,IBYCeNA2u2weH0ePk7DsqzNYvnE,nḏri̯.ḫr,nḏri̯.ḫr,𓈖𓐰𓇥𓐰𓂋𓀜𓐍𓐰𓂋,𓈖𓇥𓂋𓀜𓐍𓂋,"['𓈖', '𓇥', '𓂋', '𓀜', '𓐍', '𓂋']",91670,nḏri̯,VERB,,fassen; packen,,,0.0,"['𓈖', '𓇥', '𓂋', '𓀜', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,2,IBYCeD8qoZzUXEbiuq9kEfRDm6w,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,3,IBYCeFNZlYQauUApvgkXDAmD97A,n,n,𓈖,𓈖,['𓈖'],400055,n,PREP,,zu (jmd.); für (jmd.); [Dativ: Nutzen]; zu (jmd.) gehörig (poss.),,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,4,IBYCeNTz3LFln0xyg1N5RY3yXzM,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,5,IBYCeJZPLIJt8ERppwctkFYzbi0,kf.t.PL,kf.t.PL,𓎡𓐰𓆑𓏏𓐰𓌪𓐰𓏥,𓎡𓆑𓏏𓌪𓏥,"['𓎡', '𓆑', '𓏏', '𓌪', '𓏥']",863016,kf.t,NOUN,,Klaff (einer Wunde),,,0.0,"['𓎡', '𓆑', '𓏏', '𓌪', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,6,IBYCeEsSNEJHv036uv3g6Wri29s,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,7,IBYCeNS92e14LUIEkrIchLjH8XE,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",245,8,IBYCeOKvFV1KfE39lChQ6U6DIeo,ꞽdr,ꞽdr,𓇋𓂧𓐰𓂋𓎩,𓇋𓂧𓂋𓎩,"['𓇋', '𓂧', '𓂋', '𓎩']",34180,ꞽdr,NOUN,,Verband; Verbandsmaterial; Naht (chirurgisch),,,0.0,"['𓇋', '𓂧', '𓂋', '𓎩']","['complete', 'complete', 'complete', 'complete']"
